Blood Status,Bravery,Intelligence,Loyalty,Ambition,Dark Arts Knowledge,Quidditch Skills,Dueling Skills,Creativity,House
Pure-blood,4.0,6.0,10.0,3.0,1.0,2.0,7.0,7.0,Hufflepuff
Pure-blood,2.0,2.0,10.0,5.0,5.0,2.0,7.0,1.0,Hufflepuff
Half-blood,1.0026043122025747,7.977139284986882,41.74672235585278,30.332961531070275,14.035604404461303,11.437877379228365,1.5625316165591476,19.077268687307445,Hufflepuff
Muggle-born,9.0,1.0,2.0,4.0,2.0,5.0,7.0,6.0,Gryffindor
Muggle-born,2.0,9.0,6.0,7.0,1.0,5.0,5.0,10.0,Ravenclaw
Half-blood,32.02711958430604,9.049506419647543,20.339211223500506,13.97845441511355,17.622374438228235,11.331721717965525,28.31069317022992,43.71959207594083,Hufflepuff
Muggle-born,10.0,1.0,5.0,5.0,3.0,8.0,8.0,3.0,Gryffindor
Half-blood,29.219805840416033,12.476413486922322,12.274967282669254,14.624491096307356,17.6958137175909,30.22441344478846,36.891769382568825,11.329129031348916,Gryffindor
,,4.0,,,,,,,
Pure-blood,24.7132852781893,19.23762865055544,36.914804669143074,3.971917774102906,25.343831448882735,49.843505533197785,39.18597464970421,53.95283858256538,Slytherin
Muggle-born,9.734023738772771,24.04541980772443,15.68762407203212,7.614578392240718,35.64858949379931,26.811990795749498,46.53412535856601,31.846948417117716,Hufflepuff
Muggle-born,6.0,4.0,7.0,5.0,3.0,2.0,2.0,2.0,Hufflepuff
Muggle-born,19.335793932242193,13.395013111651933,36.45705001563931,45.25304354402799,98.22172225356509,31.737015737343217,41.40979798410899,24.686510669503484,Slytherin
Half-blood,5.0,3.0,1.0,7.0,9.0,5.0,10.0,3.0,Slytherin
Half-blood,,,,4.0,,8.0,10.0,,Gryffindor
Pure-blood,3.0,4.0,7.0,1.0,4.0,6.0,3.0,5.0,Hufflepuff
,,,,,,,,,
,,,,,,9.0,,,
Muggle-born,5.0,6.0,9.0,1.0,5.0,4.0,3.0,2.0,Hufflepuff
Muggle-born,6.0,2.0,7.0,6.0,4.0,4.0,3.0,4.0,Hufflepuff
Pure-blood,7.0,7.0,4.0,1.0,0.0,6.0,8.0,4.0,Gryffindor
Pure-blood,75.23823649014498,16.68696101388861,4.046991143987613,35.16228404989458,14.156015327386099,13.988236795086753,14.4971321533103,16.83755377677614,Gryffindor
,6.0,,,,,,,,
Pure-blood,2.0,9.0,4.0,2.0,0.0,1.0,3.0,10.0,Ravenclaw
Half-blood,39.398097162100626,14.75469916149328,31.55898571129164,7.475842562061041,19.492576586333136,0.0,48.6967283403028,52.06453512880981,Hufflepuff
Half-blood,6.0,7.0,7.0,9.0,7.0,7.0,9.0,3.0,Slytherin
Half-blood,3.3740861226732175,50.74521128163197,19.164519916589867,10.0452245178821,15.701561743015741,3.4519287784410233,46.088350242708195,13.123262923775608,Ravenclaw
Half-blood,78.3696090823118,28.34225476097168,27.837702083598877,21.3848597135146,25.133554812694406,74.89482444956765,54.74772662816104,21.866988375454277,Gryffindor
Pure-blood,7.0,10.0,1.0,7.0,2.0,2.0,6.0,7.0,Ravenclaw
Half-blood,7.0,2.0,1.0,2.0,1.0,5.0,8.0,7.0,Gryffindor
Pure-blood,0.7867016355841081,11.187534012328006,13.76043328756587,49.22553507060791,17.2940259119716,0.0,46.693465556889215,5.923047162481746,Hufflepuff
Muggle-born,8.0,4.0,6.0,3.0,1.0,5.0,10.0,3.0,Gryffindor
Half-blood,4.0,3.0,9.0,5.0,1.0,3.0,3.0,7.0,Hufflepuff
,,,,,,,,,
Pure-blood,10.917260845668,13.84593811322182,35.26148997680267,8.090492598016128,7.763486699895123,18.474132429469133,6.242399003784933,74.33076840940828,Ravenclaw
Muggle-born,49.66311435945482,4.119059404971525,5.3676497808306,3.8731702243128,0.0,16.951699242538258,29.021049166259367,64.36531998757171,Ravenclaw
Half-blood,52.204669848674236,59.758674769893425,1.5530646231008522,48.630030555873326,12.414083700372657,12.127916953495086,9.334623342402022,63.70242473578185,Ravenclaw
Muggle-born,8.0,7.0,5.0,3.0,2.0,9.0,9.0,1.0,Gryffindor
Half-blood,5.018609142960777,46.308271603215296,91.0200407582056,36.262031939308706,11.66771593701773,27.121625322287095,10.437081248654566,25.015828311676753,Hufflepuff
Half-blood,4.511801971155117,49.189028914431326,71.14515585685628,17.933211448148487,34.937606232152824,34.734103136065166,14.396016014145914,7.798881311759834,Hufflepuff
,,,,,,2.0,,,
Half-blood,1.0,7.0,1.0,5.0,5.0,1.0,2.0,8.0,Ravenclaw
,,,,,,,,,
Half-blood,2.0,10.0,2.0,3.0,2.0,1.0,6.0,10.0,Ravenclaw
Muggle-born,7.0,8.0,1.0,5.0,1.0,4.0,1.0,9.0,Ravenclaw
Half-blood,24.437666778298045,10.562784705817325,69.92457993065076,14.83577567861933,29.056654397686874,26.50878207620274,4.1022594621140405,39.32550951736948,Hufflepuff
Half-blood,7.0,1.0,5.0,2.0,1.0,7.0,7.0,5.0,Gryffindor
Muggle-born,,4.0,2.0,,9.0,9.0,,7.0,Slytherin
Muggle-born,6.0,3.0,10.0,3.0,0.0,3.0,6.0,6.0,Hufflepuff
,,,2.0,,,7.0,,,
Muggle-born,6.0,5.0,7.0,10.0,9.0,5.0,8.0,7.0,Slytherin
Half-blood,10.0,5.0,5.0,4.0,4.0,10.0,7.0,3.0,Gryffindor
,,,,,4.0,1.0,2.0,7.0,
,,,,,,,,,
Pure-blood,2.0,2.0,10.0,7.0,5.0,7.0,6.0,6.0,Hufflepuff
Pure-blood,9.218830390339447,19.71313337836575,20.616116309354922,8.0290246214661,24.458563983135736,79.87650060804906,53.34785594886494,2.3350196148939952,Gryffindor
Half-blood,15.917782171777365,11.28251597604192,4.502992864526417,2.2748380873273786,7.920069998350739,53.45783551060734,9.57944934139717,14.20530898759645,Slytherin
,,,,6.0,,,,,
Pure-blood,8.0,4.0,1.0,2.0,1.0,9.0,8.0,6.0,Gryffindor
,,,,,,,,,
Muggle-born,3.0,9.0,4.0,4.0,3.0,7.0,7.0,10.0,Ravenclaw
,,10.0,,,1.0,,,9.0,
Muggle-born,33.8209045744864,5.989931369614766,28.091728077791537,2.647210495725883,0.0,18.07918545611263,17.912416654809867,0.3012592832527178,Gryffindor
Half-blood,4.766449576840978,38.35328297211684,27.862582062654322,37.08538816275552,5.994247601051699,33.2869407640551,29.6726689294931,23.500943669267457,Ravenclaw
Pure-blood,1.0,6.0,9.0,2.0,3.0,7.0,1.0,5.0,Hufflepuff
Muggle-born,6.0,6.0,4.0,7.0,8.0,10.0,9.0,7.0,Slytherin
,,,,,,,,,
,,,,,,,,,
Muggle-born,7.801959925064636,23.404361187868872,41.687072535289914,21.37559427504628,6.782380596032546,17.498386440797006,13.102683258375647,56.12675412375938,Hufflepuff
Pure-blood,6.0,9.0,2.0,2.0,3.0,6.0,5.0,7.0,Ravenclaw
Muggle-born,3.1962932146451966,20.042772934705457,3.888042963135812,22.52897033333053,37.42303328540141,24.23743335614915,77.12923322435404,28.36889644267711,Slytherin
Half-blood,7.0,1.0,5.0,9.0,9.0,6.0,8.0,2.0,Slytherin
Half-blood,7.647016395084549,72.20512477803568,60.33273227035708,23.98773052234242,4.635192172470314,38.658128818945826,16.72993794619097,33.91606068528086,Ravenclaw
,,,,10.0,,,,,
,,,,,,,,,
Pure-blood,4.0,5.0,2.0,10.0,9.0,5.0,9.0,3.0,Slytherin
,,,,,10.0,,,,
,,,,,,,,,
Half-blood,,,1.0,,,1.0,,8.0,
Pure-blood,19.529167192588773,0.636825069682757,38.4181215492337,11.082261454347174,43.00185263398389,54.48317845424127,74.87794026884924,30.670719793340947,Gryffindor
,,,,,,,,,
,,1.0,,9.0,,,,1.0,Slytherin
Half-blood,56.24109258027974,32.15182784554658,56.694144432481856,29.532966413438764,29.746603276563945,14.957792834383422,32.6070297993625,25.669595942023008,Hufflepuff
,,,,1.0,,,,,
Half-blood,6.0,8.0,1.0,1.0,4.0,7.0,4.0,10.0,Ravenclaw
Half-blood,26.718652756377875,4.9008109203076415,5.915118180560807,54.9650733038268,36.40415565655565,5.027363067407281,18.134727044639938,17.43698903088266,Slytherin
,3.0,,,,,,,,
,,,8.0,,,5.0,,,
Pure-blood,8.0,4.0,7.0,6.0,4.0,8.0,9.0,5.0,Gryffindor
Muggle-born,7.0,7.0,6.0,8.0,8.0,7.0,8.0,5.0,Slytherin
Muggle-born,1.0,10.0,6.0,2.0,4.0,5.0,4.0,8.0,Ravenclaw
Half-blood,10.0,3.0,3.0,6.0,4.0,9.0,10.0,1.0,Gryffindor
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,Hufflepuff
,4.0,,,7.0,,3.0,,,
Pure-blood,1.0,6.0,9.0,2.0,3.0,7.0,1.0,5.0,Hufflepuff
Muggle-born,7.538181385081707,55.56106779705418,37.295634178604956,30.526347704432357,82.0640513210762,44.70881724121477,25.325364294492022,8.091430541078486,Slytherin
Muggle-born,6.0,8.0,5.0,7.0,5.0,4.0,3.0,10.0,Ravenclaw
Muggle-born,3.0,1.0,1.0,10.0,8.0,7.0,10.0,1.0,Slytherin
,,,,,,,1.0,,
Pure-blood,7.0,1.0,5.0,10.0,7.0,9.0,8.0,5.0,Slytherin
Muggle-born,8.0,7.0,5.0,3.0,2.0,9.0,9.0,1.0,Gryffindor
Muggle-born,8.0,5.0,7.0,1.0,5.0,10.0,8.0,2.0,Gryffindor
Pure-blood,43.95004290078057,15.009332078544439,30.5798780923178,10.745445848043156,36.15139923299183,16.390933989799187,33.39619229709151,11.486833594869783,Slytherin
,,,,,,,,,
Muggle-born,66.20612619337469,36.89350131731477,0.7353362144055429,5.435296716680678,1.243901046631533,0.0,6.41580109456952,28.77957143525502,Ravenclaw
Muggle-born,12.374135168996274,36.37204988781416,2.4750436676050143,63.292790907594096,0.0,49.04211660388077,31.052779230946708,47.71285586754968,Gryffindor
Half-blood,1.0,8.0,5.0,6.0,4.0,5.0,4.0,7.0,Ravenclaw
Muggle-born,6.0,2.0,4.0,8.0,7.0,9.0,8.0,4.0,Slytherin
Half-blood,3.0,8.0,1.0,4.0,1.0,0.0,5.0,9.0,Ravenclaw
Pure-blood,2.0,5.0,6.0,7.0,9.0,10.0,10.0,6.0,Slytherin
,6.0,,,,,,,,
,,,,,,,,,Ravenclaw
Half-blood,59.120192791179164,17.773454181458156,99.27004499630374,6.822007980184021,6.7345461241892695,5.165004117954515,35.806085356082676,26.23502245779169,Hufflepuff
,,1.0,,,,,,,
Muggle-born,1.0,2.0,6.0,7.0,8.0,8.0,7.0,6.0,Slytherin
Muggle-born,21.366251507131185,32.5506296498397,28.006370643052772,0.3580532155900916,16.06663969703106,11.461905232575791,28.935518823614487,18.715317664284676,Hufflepuff
Muggle-born,58.593055109722755,11.332230486038704,7.771345586684284,60.264401598935514,36.43865375794577,8.379581078558665,79.64021518381061,33.7153099509507,Slytherin
Pure-blood,33.502266230673094,57.47074740742957,28.147432651181624,6.925083639352514,22.21911551326825,0.8161254681480989,4.709048093174983,96.25309957243465,Ravenclaw
,,,,,,,,,
Half-blood,33.06473179521453,10.98203409779165,27.99902776281142,5.247163836961583,7.076247006280622,20.273375703354773,23.343746967503883,29.645998224351462,Gryffindor
,,10.0,3.0,,,3.0,,,Ravenclaw
,7.0,,,,0.0,,,7.0,Hufflepuff
,,,,,,,,,
Half-blood,3.0,10.0,4.0,4.0,2.0,3.0,1.0,9.0,Ravenclaw
Pure-blood,6.0,4.0,7.0,7.0,2.0,3.0,6.0,2.0,Hufflepuff
,,,,,,4.0,,,
Half-blood,6.0,10.0,2.0,1.0,5.0,0.0,1.0,8.0,Ravenclaw
Muggle-born,59.21156699870805,32.21589479896268,58.550740632044146,68.96856340153596,13.698319649263688,25.898108387787552,32.051881296305346,53.576947112739205,Gryffindor
Muggle-born,9.0,6.0,4.0,1.0,4.0,6.0,7.0,2.0,Gryffindor
Muggle-born,5.0,1.0,7.0,2.0,4.0,0.0,2.0,4.0,Hufflepuff
Half-blood,86.70930850173575,2.984595000177245,11.23015693757402,23.431486818097355,21.23880122622984,85.96453641976726,6.579381278836779,0.7661325144192167,Gryffindor
,,,,,,5.0,,,
Pure-blood,14.92221032986201,8.742756741150346,12.179663539109423,25.113681635017045,51.09148688447058,85.65575076486431,52.37559230948336,9.90576520442362,Slytherin
,7.0,6.0,9.0,,5.0,,,,
Muggle-born,7.0,9.0,6.0,1.0,2.0,3.0,2.0,7.0,Ravenclaw
,,,,,,,,,
,,,,,,,,,
,,,,,,,10.0,,
Muggle-born,6.0,6.0,4.0,9.0,9.0,5.0,10.0,5.0,Slytherin
Half-blood,2.0,6.0,7.0,3.0,0.0,2.0,4.0,1.0,Hufflepuff
Pure-blood,47.48477641403389,0.7070579296317168,32.999465235898086,66.30340789086107,2.8523415571635944,26.17812735362599,36.05036278332926,15.157186947966602,Slytherin
Pure-blood,5.0,2.0,4.0,8.0,10.0,8.0,10.0,1.0,Slytherin
Half-blood,10.0,5.0,5.0,4.0,4.0,10.0,7.0,3.0,Gryffindor
Pure-blood,1.0,7.0,9.0,6.0,2.0,1.0,5.0,5.0,Hufflepuff
,,,6.0,,9.0,,8.0,,
Pure-blood,25.838056344420636,2.652492003242462,5.09547499860291,22.842365444423233,43.56045824805647,3.799594346856052,72.4004885058116,39.652092225368776,Slytherin
Muggle-born,44.78577023355918,99.82127516809223,11.16265082821666,50.8669471951343,9.696241194319345,37.98846549832248,9.612637577807524,35.182520042849085,Ravenclaw
,,,,,,,,,
,,9.0,,,,,,,
Half-blood,6.0,8.0,6.0,4.0,2.0,3.0,7.0,8.0,Ravenclaw
Muggle-born,10.0,4.0,5.0,1.0,0.0,5.0,9.0,2.0,Gryffindor
Muggle-born,36.544631338794495,0.17454639203606775,21.320265572631055,32.12140934875173,55.642709410992154,77.7408856669872,76.37638833088846,7.132914464738131,Slytherin
,,,,,,6.0,,,
,,,,,,6.0,,,
Pure-blood,1.0,2.0,9.0,7.0,5.0,6.0,5.0,6.0,Hufflepuff
,,,,,0.0,,,,Ravenclaw
Pure-blood,,9.0,,,4.0,4.0,,,
Half-blood,53.766998972116255,72.22527926657968,19.676508651307266,15.641217568970205,7.003703525176463,8.702365747948074,33.21563217372075,18.48172639626464,Ravenclaw
,,,,,,,,,
,,,,,,,7.0,,
Pure-blood,37.645147567448234,4.614843612224449,71.66491502157731,1.2766001048255893,4.628390416263473,0.0,49.856499037888796,7.110050574256286,Hufflepuff
Half-blood,6.0,10.0,2.0,1.0,5.0,0.0,1.0,8.0,Ravenclaw
Half-blood,8.0,3.0,2.0,2.0,4.0,9.0,10.0,4.0,Gryffindor
,,,,,,,,,
Half-blood,0.9998770860253224,4.152221366948762,15.357994287320137,24.437387927512518,0.0,52.25325996391892,53.18257277693334,3.826452208814019,Gryffindor
,,,,5.0,,8.0,,,Gryffindor
Half-blood,45.838258412055275,82.26953308052668,5.238176217953543,9.409162082937415,46.731328203697146,0.0,11.791306070380585,81.49140808328903,Ravenclaw
,,,,,,,5.0,6.0,Hufflepuff
Pure-blood,12.354126485829166,33.80007189532688,45.86771451759679,42.4426420799276,12.088871158306585,28.625489913470915,61.740928128352365,19.41801741108541,Slytherin
Pure-blood,1.0,7.0,1.0,6.0,4.0,6.0,2.0,8.0,Ravenclaw
Pure-blood,34.19862768155166,67.63452215866393,11.147783733018546,4.767663986191016,0.0,57.521879054850594,78.62494362299488,7.854887357236396,Gryffindor
Pure-blood,12.791108220758401,55.071275745258156,5.522661568098373,8.525294431383099,11.523698893371755,16.309547141649706,13.465656679880865,63.55635891351247,Ravenclaw
Half-blood,7.0,5.0,5.0,4.0,3.0,7.0,10.0,4.0,Gryffindor
Pure-blood,9.0,4.0,7.0,5.0,3.0,7.0,10.0,5.0,Gryffindor
Muggle-born,16.165780038455463,42.80164095963448,12.577324200967013,40.16283326053256,45.41113602764095,49.055899263861726,15.738036975451562,12.080095505760424,Slytherin
,,,,,,,,,
Pure-blood,,,,,2.0,,4.0,4.0,
,,,,,,,,,
Muggle-born,8.0,4.0,,,2.0,5.0,,,
,,,,,,,,,Slytherin
Pure-blood,37.898902919022795,5.6846019385043665,36.95048265579872,47.4198860230732,63.043937051493785,59.94462950107782,72.01787633031802,47.20724769561358,Slytherin
Pure-blood,,,,,,,,5.0,
Half-blood,25.674402415227206,31.381965065992212,1.4159942635654197,9.312700379002978,6.94016615991019,18.749009353227315,21.330130365593117,27.664307219206805,Slytherin
Muggle-born,12.615171643851756,41.56376736920449,30.39985510375753,37.535765839620126,11.210021274519436,1.2489705678728724,6.718682089157827,88.33117370537782,Ravenclaw
,,,,,,,,,
Muggle-born,6.0,7.0,7.0,5.0,4.0,4.0,3.0,2.0,Hufflepuff
Half-blood,9.0,1.0,6.0,2.0,3.0,6.0,8.0,1.0,Gryffindor
Pure-blood,6.0,10.0,5.0,3.0,2.0,7.0,7.0,9.0,Ravenclaw
Half-blood,0.9535946355906426,20.407788546277114,32.61714111391568,1.9160180344649047,10.936517088493542,7.424178479732852,25.21652492356866,16.472942574891324,Ravenclaw
Pure-blood,8.380065588115546,31.626657846737434,23.83521854163841,98.10837326965196,38.39880945081727,43.062399470399505,65.41970820383676,28.357169497575825,Slytherin
Pure-blood,1.0,7.0,1.0,6.0,4.0,6.0,2.0,8.0,Ravenclaw
,,,,7.0,,,7.0,,
Pure-blood,6.0,7.0,3.0,5.0,0.0,3.0,6.0,9.0,Ravenclaw
Muggle-born,10.0,3.0,5.0,3.0,3.0,8.0,8.0,1.0,Gryffindor
,,,,,,,,,
Half-blood,24.924101356240087,51.65828843018018,51.40006526422479,11.09899929905528,22.783219750076803,30.640997398347203,18.10978121931342,57.3172346708657,Ravenclaw
Muggle-born,9.0,1.0,5.0,4.0,5.0,5.0,10.0,4.0,Gryffindor
,,,,,,,,,
Half-blood,,,2.0,,,,7.0,,
Muggle-born,4.069040262762098,8.030187297486258,19.401393480451993,7.1085764892639665,30.700271069430883,17.80687640268193,28.379407270779247,44.53348799321131,Ravenclaw
Pure-blood,2.0,5.0,7.0,4.0,1.0,0.0,5.0,6.0,Hufflepuff
Half-blood,29.297701232116808,22.482382987801213,7.905702018258144,0.7987105643030095,76.68414141199851,42.37548194659336,69.07110166689542,9.457135866876161,Slytherin
Half-blood,,5.0,,,,,,,
Half-blood,6.0,4.0,9.0,2.0,5.0,4.0,3.0,7.0,Hufflepuff
Half-blood,1.0,1.0,3.0,9.0,7.0,7.0,9.0,4.0,Slytherin
,,,,,,,,3.0,
Muggle-born,5.372942506968377,6.171942277136686,7.241753480255727,9.44133489423999,0.0,42.89847699138768,9.96893689693186,47.11502607938969,Gryffindor
Pure-blood,8.822988367077148,14.889844344021723,5.125620929634292,20.82144689065894,18.776647418107412,58.13070586598385,36.67024223716883,19.165129931964536,Slytherin
Muggle-born,2.3643187899344196,4.5261017511203905,50.24004590644569,11.186992972484825,0.0,23.86511241686791,3.6857866408703304,5.610984583883209,Hufflepuff
Half-blood,2.0,4.0,4.0,9.0,10.0,5.0,10.0,5.0,Slytherin
,,10.0,,,,,,,
Half-blood,10.0,5.0,5.0,4.0,4.0,10.0,7.0,3.0,Gryffindor
Half-blood,30.150636401382226,1.0870328769280166,14.784866813308456,13.403250755653808,0.0,57.56733388879703,66.3295745370292,30.483891665356072,Gryffindor
Half-blood,7.0,4.0,7.0,6.0,4.0,7.0,2.0,6.0,Hufflepuff
Pure-blood,7.0,1.0,5.0,2.0,1.0,5.0,10.0,4.0,Gryffindor
Muggle-born,17.873016327494426,15.856082628348789,12.468568598357008,17.13708039024318,22.52111394459753,2.9265470360697066,15.539461904482081,14.658055034627747,Ravenclaw
,6.0,,,,,,,,
,6.0,7.0,,1.0,,,,,
,,,,,,,,2.0,
Pure-blood,14.248755772013634,11.798408943361222,1.3369072238226791,39.82753789281716,26.35355132327472,46.25863091961445,53.24196685087869,6.5596261818765065,Slytherin
Pure-blood,5.0,9.0,5.0,3.0,3.0,3.0,7.0,9.0,Ravenclaw
Half-blood,9.0,5.0,2.0,5.0,1.0,8.0,9.0,6.0,Gryffindor
Muggle-born,16.840945990979225,60.9173074141935,20.593056320633714,17.413221087862624,16.307273361988297,13.432801558666933,35.18218636314015,14.372942751367718,Ravenclaw
Half-blood,6.0,8.0,4.0,1.0,4.0,2.0,6.0,9.0,Ravenclaw
Half-blood,9.0,6.0,7.0,4.0,3.0,6.0,10.0,7.0,Gryffindor
,,,,,3.0,,,,
Half-blood,1.0,8.0,4.0,5.0,2.0,6.0,1.0,8.0,Ravenclaw
Half-blood,4.0,1.0,9.0,4.0,3.0,0.0,4.0,2.0,Hufflepuff
Pure-blood,6.0,7.0,8.0,2.0,4.0,4.0,5.0,2.0,Hufflepuff
Pure-blood,36.64595624622254,49.706385755756315,1.756510252578587,15.227251838129506,7.303941843281968,15.686651718649747,26.614352520814826,72.381111907192,Ravenclaw
,,,,,0.0,,,,Ravenclaw
Muggle-born,6.518704983816352,42.08330454833488,49.11842986585368,28.996272727093924,9.749643991820983,0.0,17.793687521551668,0.46091831361564806,Hufflepuff
Muggle-born,,,,,5.0,,,,Gryffindor
Half-blood,4.0,7.0,9.0,2.0,2.0,2.0,1.0,5.0,Hufflepuff
Half-blood,6.0,8.0,4.0,1.0,3.0,3.0,4.0,9.0,Ravenclaw
Half-blood,30.654612233074435,7.8069327132570585,7.3669288430361135,6.955171048192103,4.1214631468170575,31.752087763609776,86.78754556161915,7.119469941378417,Gryffindor
Muggle-born,9.976911419712454,23.8454542846977,7.404023229123801,4.183111899677977,29.661188017148106,64.6853898731247,54.3459282685745,7.5379321689203085,Slytherin
Pure-blood,,,,3.0,,,,,
,,,,,,,,,
Muggle-born,14.531984339141522,17.346425194113507,78.91930968308097,27.85313558232761,25.014512564239972,0.0,7.367053730242662,22.60878518935661,Hufflepuff
Pure-blood,2.0,6.0,7.0,4.0,2.0,4.0,6.0,7.0,Hufflepuff
Pure-blood,9.0,5.0,5.0,7.0,2.0,7.0,8.0,7.0,Gryffindor
Half-blood,5.0,8.0,1.0,2.0,4.0,7.0,5.0,8.0,Ravenclaw
Muggle-born,3.0,7.0,7.0,1.0,5.0,1.0,3.0,1.0,Hufflepuff
Muggle-born,5.451061000637171,26.848169083033753,21.695946073545027,32.68026122954909,15.400150799598551,3.747317896447124,6.601624776906703,89.61022207031577,Ravenclaw
Muggle-born,5.0,1.0,6.0,7.0,8.0,5.0,8.0,4.0,Slytherin
Pure-blood,17.054171530613147,56.65368225186245,4.234877358143257,25.642367675522507,58.819405434958355,8.6497586302006,42.05335437021873,6.299641933936571,Slytherin
Muggle-born,7.0,9.0,6.0,3.0,3.0,0.0,2.0,7.0,Ravenclaw
Muggle-born,3.0,1.0,10.0,,,3.0,6.0,7.0,Hufflepuff
Pure-blood,2.0,5.0,6.0,7.0,9.0,10.0,10.0,6.0,Slytherin
Pure-blood,0.5502184563929571,24.13175044831406,20.848229708661368,28.101106545083223,3.3066679968330077,16.93596267785936,15.701375751818729,11.180501222771245,Slytherin
Muggle-born,14.313094791856603,48.53446758736352,4.395721473673043,16.55367219403516,0.0,0.0,29.0247044073619,53.519520995026895,Ravenclaw
Half-blood,1.0,2.0,7.0,3.0,1.0,1.0,5.0,3.0,Hufflepuff
,,,,,,,,,
Muggle-born,24.100186647266863,29.717425182765638,32.80572091795498,3.679462544144633,0.0,30.84229615072517,80.30952758983956,26.249166524213997,Gryffindor
Muggle-born,1.0,6.0,1.0,9.0,8.0,9.0,10.0,1.0,Slytherin
Pure-blood,9.0,2.0,1.0,1.0,0.0,6.0,10.0,7.0,Gryffindor
,,,,,,,,,
Half-blood,26.751548194867905,44.568098949766195,15.699959227818553,8.863191564937887,48.20839375457521,33.672953551403424,0.4605291467674178,0.41174531620179544,Hufflepuff
Half-blood,5.0,4.0,9.0,2.0,3.0,1.0,1.0,1.0,Hufflepuff
Muggle-born,,,,,,,10.0,5.0,Gryffindor
Muggle-born,4.0,10.0,7.0,3.0,5.0,6.0,5.0,7.0,Ravenclaw
,,,,,,,2.0,7.0,
,7.0,5.0,8.0,,,,,,
,,,,,,,,,
Half-blood,3.0,8.0,1.0,5.0,1.0,6.0,1.0,9.0,Ravenclaw
Pure-blood,3.0,1.0,8.0,6.0,4.0,3.0,7.0,3.0,Hufflepuff
,,,,,,,,,
Muggle-born,7.0,8.0,1.0,5.0,1.0,4.0,1.0,9.0,Ravenclaw
Muggle-born,24.423843588570104,24.97212460830966,22.585557211365604,10.338280536571446,35.98681708245451,8.68160322075945,52.48818529098806,31.284126028713008,Hufflepuff
Muggle-born,23.01793347934216,0.29716737835922424,45.56803233919193,46.698899434328,32.44877346757922,55.403372027345,64.99289194222067,4.107072572038666,Gryffindor
Pure-blood,3.0,3.0,2.0,7.0,10.0,9.0,9.0,4.0,Slytherin
Muggle-born,2.0,5.0,3.0,9.0,7.0,10.0,10.0,1.0,Slytherin
,,,,,,,,,
,,,,,3.0,,,,
Half-blood,5.981971084789738,2.6010157934664564,5.829390993651615,13.94042049942611,8.29985400606861,9.620686060353528,58.53279689521646,23.942867598499237,Ravenclaw
Half-blood,1.0,1.0,10.0,6.0,3.0,4.0,4.0,1.0,Hufflepuff
,,,,,,,,,Hufflepuff
Half-blood,5.0,2.0,8.0,5.0,0.0,1.0,1.0,4.0,Hufflepuff
Pure-blood,10.0,2.0,7.0,1.0,0.0,9.0,9.0,3.0,Gryffindor
Muggle-born,10.0,7.0,6.0,6.0,1.0,10.0,9.0,6.0,Gryffindor
,,,,,,,,,
Pure-blood,15.906956624916349,40.28950319886121,18.01723021047161,2.1366977789491086,22.650238300054372,36.95706964998104,6.0365307259634395,36.045427619382366,Gryffindor
,9.0,,,,,,,,
,,,,,,,,,
,,,,,,6.0,,,
Pure-blood,58.762571020618736,19.33193415412969,5.341133301382827,10.934841685400935,39.847778064059995,75.71862850379573,39.42384644265938,2.0961532980463016,Gryffindor
Muggle-born,52.001741942058544,17.694884661493624,38.620852309006416,3.326533829541677,19.49399450844425,60.003555824935106,22.242307864319635,23.703049434887966,Gryffindor
,,,,,,,,,Hufflepuff
Muggle-born,8.800297355105263,16.670309305362693,3.9782470166518773,12.904865697792955,23.908509755123546,0.0,8.661099823496082,69.97404586373091,Ravenclaw
Muggle-born,1.4967251579832277,3.280087811609936,31.52687059053153,19.34564318603354,0.0,28.39745295755609,20.841471758578518,19.944470550319792,Hufflepuff
Pure-blood,1.0,6.0,10.0,4.0,0.0,6.0,5.0,6.0,Hufflepuff
Half-blood,26.680060289347264,37.857105554377966,15.98002034134008,2.729148884804813,0.0,48.25525920158401,10.896291068560474,33.697806451963295,Gryffindor
Pure-blood,4.0,2.0,9.0,7.0,4.0,3.0,1.0,1.0,Hufflepuff
Muggle-born,3.0,5.0,4.0,8.0,10.0,5.0,10.0,5.0,Slytherin
Pure-blood,8.0,2.0,5.0,3.0,4.0,6.0,7.0,7.0,Gryffindor
Half-blood,7.0,5.0,6.0,6.0,1.0,7.0,10.0,1.0,Gryffindor
,,2.0,10.0,,,,,5.0,Hufflepuff
Half-blood,6.0,2.0,7.0,5.0,5.0,3.0,2.0,1.0,Hufflepuff
Half-blood,1.0,2.0,8.0,5.0,1.0,1.0,3.0,4.0,Hufflepuff
Half-blood,18.662912818162678,36.222852500233806,36.10884160355121,14.370454629487043,0.0,26.92275341549605,18.587972981805947,9.618051253436741,Hufflepuff
Muggle-born,47.379473680428745,49.08282712536231,62.59270836471073,23.883299396408965,14.541352304995666,38.932157738111755,29.797084630254137,49.343733385686804,Ravenclaw
Pure-blood,31.309581043086602,7.711563193716498,44.80115801515251,8.23082649604645,8.694341786482447,17.95257080629355,61.839705065249504,7.751797198889509,Hufflepuff
Half-blood,,,,,,,,,
